env_step,rew,rew_std,Agent
1160000,1085.1028,679.3547,DDPG
1165000,1159.2904,685.5038,DDPG
1170000,1253.3681,514.3574,DDPG
1175000,1231.8572,516.4037,DDPG
1180000,1284.062,710.3769,DDPG
1185000,1684.7917,781.7017,DDPG
1190000,1162.9384,393.7133,DDPG
1195000,1348.3814,461.711,DDPG
1200000,1296.4064,646.6632,DDPG
1205000,1242.8858,779.497,DDPG
1210000,1698.99,558.7736,DDPG
1215000,1329.7003,763.7896,DDPG
1220000,1147.4303,611.0743,DDPG
1225000,1242.4779,586.2073,DDPG
1230000,1454.4249,531.6401,DDPG
1235000,1261.938,555.3104,DDPG
1240000,1164.7458,489.9345,DDPG
1245000,1441.9256,566.5546,DDPG
1250000,1464.3456,784.2176,DDPG
0,2.8782,2.4482,NPG
30720,112.6522,23.8697,NPG
61440,287.399,18.8537,NPG
92160,291.4988,24.0332,NPG
122880,316.6308,29.1213,NPG
153600,334.6154,31.6255,NPG
184320,354.9364,45.2634,NPG
215040,388.8686,36.5586,NPG
245760,421.4853,42.871,NPG
276480,463.0154,46.6935,NPG
307200,507.1279,59.6974,NPG
337920,569.2482,68.0989,NPG
368640,621.7042,110.052,NPG
399360,690.7203,120.9019,NPG
430080,723.6404,139.7524,NPG
460800,796.4174,154.9348,NPG
491520,829.0645,224.9852,NPG
522240,989.404,318.0274,NPG
552960,1070.3641,371.5852,NPG
583680,1175.6614,488.6075,NPG
614400,1474.6281,787.4962,NPG
645120,1357.9694,523.9254,NPG
675840,1490.8213,768.911,NPG
706560,1607.691,666.2092,NPG
737280,1694.3592,617.5648,NPG
768000,1900.2682,774.7461,NPG
798720,2103.572,892.1839,NPG
829440,2030.9049,600.1798,NPG
860160,2112.5021,784.0933,NPG
890880,2191.2694,948.1336,NPG
921600,2038.4032,754.2217,NPG
952320,2281.8811,702.9688,NPG
983040,2503.2147,963.3421,NPG
1013760,2424.5509,708.3593,NPG
1044480,2519.7144,671.9148,NPG
1075200,2703.4138,847.6787,NPG
1105920,2847.0771,1114.5343,NPG
1136640,2755.8514,842.0802,NPG
1167360,2738.7251,659.2855,NPG
1198080,2852.8859,838.6826,NPG
1228800,2865.8297,926.2666,NPG
1259520,2939.751,716.7971,NPG
1290240,2806.4684,746.0406,NPG
1320960,3019.8786,733.2081,NPG
1351680,3264.082,892.7078,NPG
1382400,3154.9876,890.9255,NPG
1413120,3070.7847,751.5189,NPG
1443840,3300.3823,907.4424,NPG
1474560,3013.6278,772.1038,NPG
1505280,3203.737,918.8399,NPG
1536000,3435.0662,926.1293,NPG
1566720,3650.606,880.6538,NPG
1597440,3594.429,868.5779,NPG
1628160,3561.5818,881.7381,NPG
1658880,3423.9483,621.0521,NPG
1689600,3657.2812,983.4185,NPG
1720320,3100.4422,826.8598,NPG
1751040,3661.7091,959.6696,NPG
1781760,3673.1036,1011.3161,NPG
1812480,3351.3371,867.3419,NPG
1843200,3511.2881,669.0114,NPG
1873920,3720.4224,780.0568,NPG
1904640,3834.7133,843.3155,NPG
1935360,3819.3163,754.4939,NPG
1966080,3835.2695,798.1231,NPG
1996800,3724.7058,918.0848,NPG
2027520,3698.5876,721.3852,NPG
2058240,4015.9083,941.2723,NPG
2088960,3820.293,1008.6731,NPG
2119680,3674.3533,855.2969,NPG
2150400,3626.8252,960.4881,NPG
2181120,3824.4691,847.7884,NPG
2211840,3848.5224,894.3708,NPG
2242560,3782.4851,746.5715,NPG
2273280,3993.4058,882.7231,NPG
2304000,4111.5323,846.544,NPG
2334720,4087.1457,1043.8247,NPG
2365440,3885.5116,879.8541,NPG
2396160,3891.22,953.9313,NPG
2426880,4011.158,894.0843,NPG
2457600,3987.8754,723.513,NPG
2488320,3988.9495,820.6914,NPG
2519040,4073.6939,930.3635,NPG
2549760,4094.205,816.9038,NPG
2580480,4202.6132,777.2975,NPG
2611200,4355.3191,797.2507,NPG
2641920,4232.2864,917.0152,NPG
2672640,4012.3518,989.9207,NPG
2703360,4168.4174,898.3971,NPG
2734080,3987.0889,898.8436,NPG
2764800,4205.7175,823.4693,NPG
2795520,4264.8484,833.9701,NPG
2826240,4086.8036,858.5224,NPG
2856960,3948.5052,1190.5425,NPG
2887680,4459.5002,803.5574,NPG
2918400,4222.2665,848.0455,NPG
2949120,4028.5353,968.9714,NPG
2979840,4246.034,819.8512,NPG
3010560,4333.7754,945.4779,NPG
3041280,4264.4591,825.6799,NPG
3072000,4586.884,905.0242,NPG
