Date,Price,Open,High,Low,Vol,Change,Unit,vol2,Volume,Year,Source
"Jul 06, 2021","2,322.72","2,196.25","2,347.47","2,194.20",1.78M,5.76%,M,1.78,1780.00,2021,
"Jul 05, 2021","2,196.16","2,322.60","2,322.60","2,163.09",822.95K,-5.47%,K,822.95,822.95,2021,
"Jul 04, 2021","2,323.22","2,224.70","2,386.20","2,222.95",1.39M,4.43%,M,1.39,1390.00,2021,
"Jul 03, 2021","2,224.70","2,154.53","2,236.97","2,115.80",1.28M,3.25%,M,1.28,1280.00,2021,
"Jul 02, 2021","2,154.78","2,108.58","2,158.70","2,019.75",1.39M,2.17%,M,1.39,1390.00,2021,
"Jul 01, 2021","2,109.11","2,274.50","2,274.63","2,077.56",1.71M,-7.24%,M,1.71,1710.00,2021,
"Jun 30, 2021","2,273.84","2,158.32","2,281.55","2,090.61",1.90M,5.33%,M,1.90,1900.00,2021,
"Jun 29, 2021","2,158.71","2,083.48","2,241.86","2,076.17",898.06K,3.63%,K,898.06,898.06,2021,
"Jun 28, 2021","2,083.09","1,981.24","2,142.84","1,962.89",2.19M,5.21%,M,2.19,2190.00,2021,
"Jun 27, 2021","1,979.88","1,830.42","1,980.70","1,808.59",1.87M,8.15%,M,1.87,1870.00,2021,
"Jun 26, 2021","1,830.62","1,810.53","1,850.40","1,719.32",1.99M,1.11%,M,1.99,1990.00,2021,
"Jun 25, 2021","1,810.57","1,989.77","2,017.47","1,793.47",1.65M,-8.98%,M,1.65,1650.00,2021,
"Jun 24, 2021","1,989.14","1,968.76","2,033.96","1,886.74",1.64M,1.05%,M,1.64,1640.00,2021,
"Jun 23, 2021","1,968.39","1,877.28","2,043.10","1,823.57",1.77M,4.89%,M,1.77,1770.00,2021,
"Jun 22, 2021","1,876.66","1,890.95","1,994.32","1,707.24",2.84M,-0.77%,M,2.84,2840.00,2021,
"Jun 21, 2021","1,891.18","2,244.25","2,257.86","1,868.32",2.69M,-15.72%,M,2.69,2690.00,2021,
"Jun 20, 2021","2,243.86","2,166.30","2,276.83","2,045.03",1.42M,3.55%,M,1.42,1420.00,2021,
"Jun 19, 2021","2,166.91","2,229.53","2,276.70","2,164.14",1.08M,-2.81%,M,1.08,1080.00,2021,
"Jun 18, 2021","2,229.53","2,372.10","2,376.62","2,142.74",778.79K,-5.99%,K,778.79,778.79,2021,
"Jun 17, 2021","2,371.62","2,367.78","2,459.11","2,309.08",1.06M,0.18%,M,1.06,1060.00,2021,
"Jun 16, 2021","2,367.28","2,544.35","2,552.12","2,353.24",1.37M,-6.94%,M,1.37,1370.00,2021,
"Jun 15, 2021","2,543.83","2,581.42","2,637.90","2,512.39",1.95M,-1.46%,M,1.95,1950.00,2021,
"Jun 14, 2021","2,581.48","2,508.49","2,606.91","2,467.61",1.79M,2.92%,M,1.79,1790.00,2021,
"Jun 13, 2021","2,508.27","2,368.68","2,547.90","2,311.96",1.62M,5.90%,M,1.62,1620.00,2021,
"Jun 12, 2021","2,368.47","2,351.45","2,448.04","2,260.80",1.80M,0.72%,M,1.80,1800.00,2021,
"Jun 11, 2021","2,351.45","2,470.04","2,493.48","2,324.21",587.18K,-4.80%,K,587.18,587.18,2021,
"Jun 10, 2021","2,469.97","2,607.45","2,615.46","2,432.41",1.29M,-5.23%,M,1.29,1290.00,2021,
"Jun 09, 2021","2,606.23","2,507.86","2,620.74","2,408.37",2.32M,3.81%,M,2.32,2320.00,2021,
"Jun 08, 2021","2,510.65","2,592.12","2,618.70","2,320.64",75.18K,-3.16%,K,75.18,75.18,2021,
"Jun 07, 2021","2,592.63","2,713.52","2,842.88","2,581.24",3.01M,-4.46%,M,3.01,3010.00,2021,
"Jun 06, 2021","2,713.66","2,628.43","2,743.53","2,614.48",756.36K,3.22%,K,756.36,756.36,2021,
"Jun 05, 2021","2,628.98","2,688.75","2,814.02","2,555.98",2.55M,-2.14%,M,2.55,2550.00,2021,
"Jun 04, 2021","2,686.50","2,856.63","2,856.63","2,557.71",2.47M,-5.85%,M,2.47,2470.00,2021,
"Jun 03, 2021","2,853.35","2,705.05","2,889.19","2,666.39",1.09M,5.44%,M,1.09,1090.00,2021,
"Jun 02, 2021","2,706.10","2,633.74","2,801.00","2,554.88",2.60M,2.75%,M,2.60,2600.00,2021,
"Jun 01, 2021","2,633.67","2,707.94","2,738.23","2,529.73",2.45M,-2.76%,M,2.45,2450.00,2021,
"May 31, 2021","2,708.47","2,386.93","2,713.98","2,279.42",2.83M,13.51%,M,2.83,2830.00,2021,
"May 30, 2021","2,386.10","2,276.97","2,465.84","2,181.93",2.80M,4.83%,M,2.80,2800.00,2021,
"May 29, 2021","2,276.07","2,411.68","2,567.42","2,207.21",2.94M,-5.73%,M,2.94,2940.00,2021,
"May 28, 2021","2,414.29","2,742.39","2,760.17","2,332.43",3.26M,-11.75%,M,3.26,3260.00,2021,
"May 27, 2021","2,735.88","2,885.02","2,885.87","2,638.62",2.39M,-5.16%,M,2.39,2390.00,2021,
"May 26, 2021","2,884.66","2,705.69","2,908.37","2,648.10",2.66M,6.64%,M,2.66,2660.00,2021,
"May 25, 2021","2,705.09","2,647.27","2,747.49","2,388.81",3.28M,2.20%,M,3.28,3280.00,2021,
"May 24, 2021","2,646.79","2,101.30","2,667.20","2,080.87",3.24M,25.96%,M,3.24,3240.00,2021,
"May 23, 2021","2,101.34","2,292.68","2,379.89","1,739.91",3.52M,-8.30%,M,3.52,3520.00,2021,
"May 22, 2021","2,291.60","2,433.09","2,481.06","2,162.84",2.82M,-5.82%,M,2.82,2820.00,2021,
"May 21, 2021","2,433.11","2,766.88","2,931.66","2,111.42",4.23M,-12.40%,M,4.23,4230.00,2021,
"May 20, 2021","2,777.55","2,436.59","2,988.52","2,163.40",4.33M,14.04%,M,4.33,4330.00,2021,
"May 19, 2021","2,435.69","3,376.22","3,434.01","1,922.25",6.42M,-27.89%,M,6.42,6420.00,2021,
"May 18, 2021","3,377.55","3,280.50","3,558.57","3,244.93",2.30M,2.98%,M,2.30,2300.00,2021,
"May 17, 2021","3,279.68","3,582.19","3,582.27","3,130.12",2.85M,-8.44%,M,2.85,2850.00,2021,
"May 16, 2021","3,582.12","3,643.67","3,877.20","3,351.92",2.28M,-1.63%,M,2.28,2280.00,2021,
"May 15, 2021","3,641.65","4,074.57","4,129.99","3,639.12",1.94M,-10.64%,M,1.94,1940.00,2021,
"May 14, 2021","4,075.38","3,719.46","4,171.76","3,694.54",2.06M,9.56%,M,2.06,2060.00,2021,
"May 13, 2021","3,719.62","3,807.50","4,031.99","3,539.96",3.21M,-2.42%,M,3.21,3210.00,2021,
"May 12, 2021","3,811.77","4,173.61","4,366.10","3,794.15",2.78M,-8.54%,M,2.78,2780.00,2021,
"May 11, 2021","4,167.78","3,948.66","4,177.53","3,781.86",1.27M,5.57%,M,1.27,1270.00,2021,
"May 10, 2021","3,947.90","3,923.48","4,203.98","3,669.84",2.70M,0.65%,M,2.70,2700.00,2021,
"May 09, 2021","3,922.23","3,905.69","3,979.77","3,734.44",1.94M,0.43%,M,1.94,1940.00,2021,
"May 08, 2021","3,905.55","3,479.81","3,952.88","3,453.37",1.34M,12.19%,M,1.34,1340.00,2021,
"May 07, 2021","3,481.22","3,490.83","3,583.34","3,363.56",1.35M,-0.24%,M,1.35,1350.00,2021,
"May 06, 2021","3,489.52","3,522.74","3,601.59","3,380.60",1.51M,-0.94%,M,1.51,1510.00,2021,
"May 05, 2021","3,522.76","3,284.31","3,540.78","3,228.86",1.87M,7.18%,M,1.87,1870.00,2021,
"May 04, 2021","3,286.71","3,429.48","3,516.34","3,188.90",2.74M,-4.16%,M,2.74,2740.00,2021,
"May 03, 2021","3,429.37","2,950.07","3,451.44","2,950.07",2.32M,16.24%,M,2.32,2320.00,2021,
"May 02, 2021","2,950.33","2,945.04","2,984.52","2,854.12",1.30M,0.19%,M,1.30,1300.00,2021,
"May 01, 2021","2,944.66","2,772.27","2,951.74","2,753.60",1.51M,6.20%,M,1.51,1510.00,2021,
"Apr 30, 2021","2,772.78","2,757.02","2,797.61","2,726.03",1.52M,0.56%,M,1.52,1520.00,2021,
"Apr 29, 2021","2,757.36","2,746.51","2,797.52","2,670.35",1.65M,0.39%,M,1.65,1650.00,2021,
"Apr 28, 2021","2,746.54","2,665.83","2,759.03","2,562.74",1.74M,3.05%,M,1.74,1740.00,2021,
"Apr 27, 2021","2,665.24","2,531.07","2,677.95","2,484.44",1.45M,5.22%,M,1.45,1450.00,2021,
"Apr 26, 2021","2,533.12","2,320.63","2,539.80","2,305.97",1.79M,9.35%,M,1.79,1790.00,2021,
"Apr 25, 2021","2,316.48","2,217.23","2,355.20","2,169.91",1.02M,4.54%,M,1.02,1020.00,2021,
"Apr 24, 2021","2,215.93","2,367.35","2,367.46","2,159.60",1.61M,-6.39%,M,1.61,1610.00,2021,
"Apr 23, 2021","2,367.31","2,398.95","2,440.21","2,119.26",3.46M,-1.41%,M,3.46,3460.00,2021,
"Apr 22, 2021","2,401.10","2,360.32","2,642.99","2,313.46",3.17M,1.71%,M,3.17,3170.00,2021,
"Apr 21, 2021","2,360.81","2,331.84","2,467.51","2,238.15",2.10M,1.23%,M,2.10,2100.00,2021,
"Apr 20, 2021","2,332.14","2,161.06","2,345.18","2,058.00",1.86M,7.94%,M,1.86,1860.00,2021,
"Apr 19, 2021","2,160.63","2,236.10","2,275.87","2,081.30",1.90M,-3.42%,M,1.90,1900.00,2021,
"Apr 18, 2021","2,237.17","2,317.88","2,338.53","1,948.93",2.76M,-3.50%,M,2.76,2760.00,2021,
"Apr 17, 2021","2,318.33","2,424.12","2,493.93","2,314.12",1.73M,-4.33%,M,1.73,1730.00,2021,
"Apr 16, 2021","2,423.18","2,514.55","2,544.54","2,302.30",2.08M,-3.62%,M,2.08,2080.00,2021,
"Apr 15, 2021","2,514.22","2,432.90","2,541.90","2,402.75",1.91M,3.40%,M,1.91,1910.00,2021,
"Apr 14, 2021","2,431.56","2,299.25","2,445.40","2,281.49",2.11M,5.72%,M,2.11,2110.00,2021,
"Apr 13, 2021","2,299.93","2,137.55","2,315.47","2,136.49",2.38M,7.58%,M,2.38,2380.00,2021,
"Apr 12, 2021","2,137.81","2,150.79","2,199.52","2,103.73",2.16M,-0.63%,M,2.16,2160.00,2021,
"Apr 11, 2021","2,151.42","2,133.89","2,164.76","2,114.55",1.97M,0.83%,M,1.97,1970.00,2021,
"Apr 10, 2021","2,133.79","2,067.26","2,197.73","2,058.23",2.09M,3.23%,M,2.09,2090.00,2021,
"Apr 09, 2021","2,066.93","2,080.20","2,101.07","2,050.39",2.47M,-0.62%,M,2.47,2470.00,2021,
"Apr 08, 2021","2,079.92","1,962.44","2,084.08","1,951.83",1.73M,6.04%,M,1.73,1730.00,2021,
"Apr 07, 2021","1,961.46","2,112.41","2,128.25","1,939.64",2.30M,-7.11%,M,2.30,2300.00,2021,
"Apr 06, 2021","2,111.53","2,108.81","2,150.78","2,047.48",1.93M,0.24%,M,1.93,1930.00,2021,
"Apr 05, 2021","2,106.41","2,076.14","2,127.89","2,004.05",2.31M,1.47%,M,2.31,2310.00,2021,
"Apr 04, 2021","2,075.94","2,007.82","2,091.31","1,982.00",1.59M,3.35%,M,1.59,1590.00,2021,
"Apr 03, 2021","2,008.59","2,134.66","2,137.68","2,004.40",2.01M,-5.90%,M,2.01,2010.00,2021,
"Apr 02, 2021","2,134.55","1,968.12","2,144.11","1,949.99",2.47M,8.47%,M,2.47,2470.00,2021,
"Apr 01, 2021","1,967.96","1,918.82","1,983.84","1,897.38",2.08M,2.61%,M,2.08,2080.00,2021,
"Mar 31, 2021","1,917.99","1,841.01","1,945.40","1,774.66",2.59M,4.18%,M,2.59,2590.00,2021,
"Mar 30, 2021","1,841.01","1,816.92","1,857.65","1,788.60",3.03M,1.34%,M,3.03,3030.00,2021,
"Mar 29, 2021","1,816.69","1,686.88","1,839.41","1,678.38",1.94M,7.70%,M,1.94,1940.00,2021,
"Mar 28, 2021","1,686.80","1,712.89","1,724.74","1,661.92",1.31M,-1.53%,M,1.31,1310.00,2021,
"Mar 27, 2021","1,713.01","1,698.68","1,731.73","1,667.12",1.40M,0.85%,M,1.40,1400.00,2021,
"Mar 26, 2021","1,698.60","1,586.36","1,699.27","1,586.28",1.64M,7.06%,M,1.64,1640.00,2021,
"Mar 25, 2021","1,586.54","1,582.23","1,621.32","1,550.11",1.54M,0.26%,M,1.54,1540.00,2021,
"Mar 24, 2021","1,582.38","1,668.42","1,739.82","1,546.48",1.88M,-5.13%,M,1.88,1880.00,2021,
"Mar 23, 2021","1,667.90","1,681.50","1,720.01","1,654.14",1.46M,-0.86%,M,1.46,1460.00,2021,
"Mar 22, 2021","1,682.37","1,783.58","1,806.62","1,659.28",1.58M,-5.68%,M,1.58,1580.00,2021,
"Mar 21, 2021","1,783.72","1,804.60","1,815.85","1,748.47",1.43M,-1.16%,M,1.43,1430.00,2021,
"Mar 20, 2021","1,804.60","1,809.09","1,868.09","1,801.60",27.03K,-0.28%,K,27.03,27.03,2021,
"Mar 19, 2021","1,809.64","1,775.87","1,848.88","1,735.42",1.20M,1.89%,M,1.20,1200.00,2021,
"Mar 18, 2021","1,776.08","1,823.72","1,849.23","1,760.83",1.53M,-2.59%,M,1.53,1530.00,2021,
"Mar 17, 2021","1,823.35","1,804.56","1,837.88","1,743.62",1.50M,1.03%,M,1.50,1500.00,2021,
"Mar 16, 2021","1,804.85","1,792.08","1,817.35","1,715.97",1.81M,0.70%,M,1.81,1810.00,2021,
"Mar 15, 2021","1,792.38","1,848.18","1,890.59","1,745.04",1.70M,-3.07%,M,1.70,1700.00,2021,
"Mar 14, 2021","1,849.06","1,921.29","1,932.36","1,836.78",671.56K,-3.75%,K,671.56,671.56,2021,
"Mar 13, 2021","1,921.13","1,767.05","1,943.36","1,730.46",1.79M,8.73%,M,1.79,1790.00,2021,
"Mar 12, 2021","1,766.90","1,827.44","1,841.19","1,723.18",1.52M,-3.23%,M,1.52,1520.00,2021,
"Mar 11, 2021","1,825.79","1,794.28","1,845.32","1,729.05",1.58M,1.76%,M,1.58,1580.00,2021,
"Mar 10, 2021","1,794.14","1,869.32","1,875.98","1,759.50",1.66M,-4.01%,M,1.66,1660.00,2021,
"Mar 09, 2021","1,869.10","1,831.57","1,869.10","1,801.29",1.58M,2.05%,M,1.58,1580.00,2021,
"Mar 08, 2021","1,831.49","1,727.17","1,841.05","1,665.54",1.97M,5.98%,M,1.97,1970.00,2021,
"Mar 07, 2021","1,728.10","1,650.94","1,732.84","1,634.73",1.69M,4.78%,M,1.69,1690.00,2021,
"Mar 06, 2021","1,649.19","1,530.24","1,670.01","1,514.62",2.07M,7.77%,M,2.07,2070.00,2021,
"Mar 05, 2021","1,530.29","1,539.73","1,548.71","1,443.32",1.67M,-0.54%,M,1.67,1670.00,2021,
"Mar 04, 2021","1,538.61","1,567.84","1,623.73","1,506.86",1.70M,-2.06%,M,1.70,1700.00,2021,
"Mar 03, 2021","1,571.05","1,488.80","1,653.04","1,477.72",1.17M,5.54%,M,1.17,1170.00,2021,
"Mar 02, 2021","1,488.62","1,570.00","1,602.13","1,457.22",1.74M,-5.18%,M,1.74,1740.00,2021,
"Mar 01, 2021","1,570.03","1,418.91","1,571.15","1,411.55",1.92M,10.66%,M,1.92,1920.00,2021,
"Feb 28, 2021","1,418.76","1,458.84","1,467.76","1,294.79",2.07M,-2.75%,M,2.07,2070.00,2021,
"Feb 27, 2021","1,458.93","1,445.69","1,527.69","1,427.15",1.56M,0.93%,M,1.56,1560.00,2021,
"Feb 26, 2021","1,445.44","1,476.77","1,561.66","1,403.30",2.13M,-2.08%,M,2.13,2130.00,2021,
"Feb 25, 2021","1,476.15","1,623.76","1,669.24","1,460.92",1.75M,-9.09%,M,1.75,1750.00,2021,
"Feb 24, 2021","1,623.71","1,578.27","1,711.16","1,505.79",2.19M,2.89%,M,2.19,2190.00,2021,
"Feb 23, 2021","1,578.11","1,777.25","1,781.44","1,370.45",3.60M,-11.21%,M,3.60,3600.00,2021,
"Feb 22, 2021","1,777.28","1,933.52","1,935.04","1,561.68",2.68M,-8.08%,M,2.68,2680.00,2021,
"Feb 21, 2021","1,933.45","1,912.97","1,974.99","1,885.70",1.47M,1.02%,M,1.47,1470.00,2021,
"Feb 20, 2021","1,913.88","1,955.54","2,040.79","1,800.00",2.29M,-2.13%,M,2.29,2290.00,2021,
"Feb 19, 2021","1,955.59","1,934.17","1,968.93","1,892.70",1.78M,1.11%,M,1.78,1780.00,2021,
"Feb 18, 2021","1,934.16","1,849.95","1,950.04","1,849.05",881.87K,4.66%,K,881.87,881.87,2021,
"Feb 17, 2021","1,847.95","1,781.44","1,854.03","1,734.15",1.69M,3.72%,M,1.69,1690.00,2021,
"Feb 16, 2021","1,781.69","1,778.63","1,827.07","1,726.78",1.48M,0.16%,M,1.48,1480.00,2021,
"Feb 15, 2021","1,778.82","1,800.60","1,835.51","1,661.09",1.94M,-1.27%,M,1.94,1940.00,2021,
"Feb 14, 2021","1,801.78","1,815.44","1,850.00","1,787.11",1.43M,-0.76%,M,1.43,1430.00,2021,
"Feb 13, 2021","1,815.49","1,840.90","1,871.36","1,766.05",1.44M,-1.39%,M,1.44,1440.00,2021,
"Feb 12, 2021","1,841.02","1,786.74","1,862.17","1,741.04",1.75M,3.06%,M,1.75,1750.00,2021,
"Feb 11, 2021","1,786.35","1,742.11","1,817.68","1,704.97",1.56M,2.54%,M,1.56,1560.00,2021,
"Feb 10, 2021","1,742.09","1,770.81","1,835.40","1,683.52",2.01M,-1.61%,M,2.01,2010.00,2021,
"Feb 09, 2021","1,770.63","1,750.19","1,818.94","1,711.40",1.94M,1.17%,M,1.94,1940.00,2021,
"Feb 08, 2021","1,750.18","1,612.98","1,775.12","1,566.43",2.17M,8.50%,M,2.17,2170.00,2021,
"Feb 07, 2021","1,612.99","1,676.62","1,692.29","1,491.68",1.94M,-3.80%,M,1.94,1940.00,2021,
"Feb 06, 2021","1,676.63","1,719.11","1,742.90","1,648.03",1.78M,-2.48%,M,1.78,1780.00,2021,
"Feb 05, 2021","1,719.20","1,593.91","1,760.09","1,589.28",1.80M,7.85%,M,1.80,1800.00,2021,
"Feb 04, 2021","1,594.00","1,664.19","1,693.64","1,570.45",2.34M,-4.23%,M,2.34,2340.00,2021,
"Feb 03, 2021","1,664.34","1,511.96","1,667.93","1,510.27",2.27M,10.12%,M,2.27,2270.00,2021,
"Feb 02, 2021","1,511.36","1,373.31","1,546.88","1,361.63",2.73M,10.04%,M,2.73,2730.00,2021,
"Feb 01, 2021","1,373.40","1,312.69","1,376.44","1,272.09",1.65M,4.62%,M,1.65,1650.00,2021,
"Jan 31, 2021","1,312.73","1,377.05","1,380.04","1,282.41",1.54M,-4.67%,M,1.54,1540.00,2021,
"Jan 30, 2021","1,376.96","1,379.78","1,405.78","1,327.66",1.59M,-0.17%,M,1.59,1590.00,2021,
"Jan 29, 2021","1,379.30","1,329.16","1,436.27","1,288.26",3.33M,3.83%,M,3.33,3330.00,2021,
"Jan 28, 2021","1,328.47","1,247.67","1,359.51","1,221.15",814.31K,6.48%,K,814.31,814.31,2021,
"Jan 27, 2021","1,247.62","1,366.14","1,372.31","1,210.40",2.90M,-8.68%,M,2.90,2900.00,2021,
"Jan 26, 2021","1,366.27","1,317.67","1,377.94","1,246.45",2.56M,3.67%,M,2.56,2560.00,2021,
"Jan 25, 2021","1,317.90","1,390.69","1,474.68","1,298.13",2.77M,-5.21%,M,2.77,2770.00,2021,
"Jan 24, 2021","1,390.28","1,233.41","1,398.00","1,222.14",2.30M,12.72%,M,2.30,2300.00,2021,
"Jan 23, 2021","1,233.40","1,234.34","1,271.65","1,196.94",1.46M,-0.10%,M,1.46,1460.00,2021,
"Jan 22, 2021","1,234.58","1,118.01","1,272.85","1,045.02",2.94M,10.49%,M,2.94,2940.00,2021,
"Jan 21, 2021","1,117.33","1,377.63","1,387.39","1,095.26",2.76M,-18.89%,M,2.76,2760.00,2021,
"Jan 20, 2021","1,377.53","1,372.00","1,406.56","1,237.27",3.05M,0.40%,M,3.05,3050.00,2021,
"Jan 19, 2021","1,372.00","1,258.10","1,437.42","1,252.36",2.27M,9.06%,M,2.27,2270.00,2021,
"Jan 18, 2021","1,258.06","1,233.93","1,260.30","1,184.15",1.73M,2.06%,M,1.73,1730.00,2021,
"Jan 17, 2021","1,232.64","1,228.33","1,269.01","1,168.39",2.15M,0.36%,M,2.15,2150.00,2021,
"Jan 16, 2021","1,228.27","1,172.12","1,290.92","1,154.04",2.29M,4.83%,M,2.29,2290.00,2021,
"Jan 15, 2021","1,171.68","1,233.34","1,256.13","1,079.19",2.85M,-4.44%,M,2.85,2850.00,2021,
"Jan 14, 2021","1,226.17","1,128.80","1,246.52","1,088.52",1.55M,8.66%,M,1.55,1550.00,2021,
"Jan 13, 2021","1,128.46","1,050.20","1,134.66",990.96,2.25M,7.45%,M,2.25,2250.00,2021,
"Jan 12, 2021","1,050.19","1,086.96","1,149.19","1,008.28",3.09M,-3.78%,M,3.09,3090.00,2021,
"Jan 11, 2021","1,091.47","1,255.84","1,257.30",917.96,4.19M,-13.10%,M,4.19,4190.00,2021,
"Jan 10, 2021","1,256.04","1,275.87","1,347.98","1,180.45",2.65M,-1.53%,M,2.65,2650.00,2021,
"Jan 09, 2021","1,275.58","1,215.92","1,301.75","1,172.39",1.99M,4.92%,M,1.99,1990.00,2021,
"Jan 08, 2021","1,215.73","1,224.33","1,271.08","1,069.25",2.71M,-0.70%,M,2.71,2710.00,2021,
"Jan 07, 2021","1,224.35","1,208.71","1,286.81","1,153.09",2.71M,1.37%,M,2.71,2710.00,2021,
"Jan 06, 2021","1,207.77","1,099.77","1,210.78","1,060.67",3.75M,9.85%,M,3.75,3750.00,2021,
"Jan 05, 2021","1,099.52","1,042.48","1,131.56",976.91,3.25M,5.48%,M,3.25,3250.00,2021,
"Jan 04, 2021","1,042.40",977.76,"1,158.27",894.24,5.19M,6.92%,M,5.19,5190.00,2021,
"Jan 03, 2021",974.97,774.54,"1,008.49",769.57,4.02M,25.88%,M,4.02,4020.00,2021,
"Jan 02, 2021",774.5,729,787.26,715.15,2.25M,6.22%,M,2.25,2250.00,2021,
"Jan 01, 2021",729.12,735.87,748.96,715.74,1.64M,-0.93%,M,1.64,1640.00,2021,
"Dec 31, 2020",735.94,751.92,755.13,724.67,1.04M,-2.11%,M,1.04,1040.00,2020,
"Dec 30, 2020",751.8,732.04,757.11,720.21,1.86M,2.74%,M,1.86,1860.00,2020,
"Dec 29, 2020",731.76,730.26,739.77,690.24,1.82M,0.23%,M,1.82,1820.00,2020,
"Dec 28, 2020",730.05,683.76,747.86,682.47,2.75M,6.78%,M,2.75,2750.00,2020,
"Dec 27, 2020",683.71,636.35,715.46,627.12,2.31M,7.40%,M,2.31,2310.00,2020,
"Dec 26, 2020",636.58,626.99,652.36,616.04,1.94M,1.54%,M,1.94,1940.00,2020,
"Dec 25, 2020",626.93,612.38,633.9,605.01,1.70M,2.38%,M,1.70,1700.00,2020,
"Dec 24, 2020",612.34,585.47,614.92,566.15,1.72M,4.55%,M,1.72,1720.00,2020,
"Dec 23, 2020",585.69,637.04,638.11,554.09,2.20M,-8.12%,M,2.20,2200.00,2020,
"Dec 22, 2020",637.47,607.86,637.47,588.24,2.12M,4.87%,M,2.12,2120.00,2020,
"Dec 21, 2020",607.85,638.28,647.87,599.97,1.88M,-4.77%,M,1.88,1880.00,2020,
"Dec 20, 2020",638.26,657.79,661.04,622.39,2.11M,-3.02%,M,2.11,2110.00,2020,
"Dec 19, 2020",658.17,654.08,669.54,645.91,2.17M,0.66%,M,2.17,2170.00,2020,
"Dec 18, 2020",653.85,643.28,664.26,630.44,2.63M,1.66%,M,2.63,2630.00,2020,
"Dec 17, 2020",643.17,637.29,675.68,627.36,3.67M,0.91%,M,3.67,3670.00,2020,
"Dec 16, 2020",637.38,588.81,638.18,580.9,3.11M,8.23%,M,3.11,3110.00,2020,
"Dec 15, 2020",588.91,586.22,596.97,579.95,1.74M,0.46%,M,1.74,1740.00,2020,
"Dec 14, 2020",586.19,590.66,591.41,576.01,1.78M,-0.83%,M,1.78,1780.00,2020,
"Dec 13, 2020",591.09,568.07,594.83,563.37,2.03M,4.10%,M,2.03,2030.00,2020,
"Dec 12, 2020",567.78,544.16,573.59,543.9,1.62M,4.34%,M,1.62,1620.00,2020,
"Dec 11, 2020",544.17,558.15,560.28,536.43,30.17M,-2.50%,M,30.17,30170.00,2020,
"Dec 10, 2020",558.13,573.28,575.56,548.99,19.60M,-2.63%,M,19.60,19600.00,2020,
"Dec 09, 2020",573.21,554.95,577.94,530.88,9.10M,3.27%,M,9.10,9100.00,2020,
"Dec 08, 2020",555.05,591.03,594.78,551.08,8.11M,-6.10%,M,8.11,8110.00,2020,
"Dec 07, 2020",591.09,601.54,603.06,584.53,7.72M,-1.76%,M,7.72,7720.00,2020,
"Dec 06, 2020",601.68,596.61,606.9,583.67,13.14M,0.84%,M,13.14,13140.00,2020,
"Dec 05, 2020",596.68,567.84,596.73,561.24,30.83M,5.07%,M,30.83,30830.00,2020,
"Dec 04, 2020",567.91,616.33,619.61,566.34,48.95M,-7.85%,M,48.95,48950.00,2020,
"Dec 03, 2020",616.32,597.94,622.1,587.15,24.00M,3.06%,M,24.00,24000.00,2020,
"Dec 02, 2020",598.05,585.69,604.34,575.24,16.21M,2.12%,M,16.21,16210.00,2020,
"Dec 01, 2020",585.66,616.78,635.66,567.79,49.42M,-4.91%,M,49.42,49420.00,2020,
"Nov 30, 2020",615.92,575.35,615.97,571.04,51.72M,7.03%,M,51.72,51720.00,2020,
"Nov 29, 2020",575.45,537.89,576.52,530.71,5.79M,7.01%,M,5.79,5790.00,2020,
"Nov 28, 2020",537.74,518.7,547.94,506.97,5.34M,3.79%,M,5.34,5340.00,2020,
"Nov 27, 2020",518.11,519.69,530.41,494.65,6.42M,-0.23%,M,6.42,6420.00,2020,
"Nov 26, 2020",519.32,569.69,577.08,484.03,13.11M,-8.84%,M,13.11,13110.00,2020,
"Nov 25, 2020",569.67,605.01,605.63,555.32,14.50M,-5.84%,M,14.50,14500.00,2020,
"Nov 24, 2020",605.03,609.2,621.7,589.56,41.11M,-0.69%,M,41.11,41110.00,2020,
"Nov 23, 2020",609.22,559.37,610.33,551.8,49.68M,8.91%,M,49.68,49680.00,2020,
"Nov 22, 2020",559.4,551.9,580,514.44,36.76M,1.36%,M,36.76,36760.00,2020,
"Nov 21, 2020",551.91,509.94,552.13,505.14,26.86M,8.22%,M,26.86,26860.00,2020,
"Nov 20, 2020",509.98,471.27,513.06,471.06,30.85M,8.23%,M,30.85,30850.00,2020,
"Nov 19, 2020",471.21,478.55,480.55,465.41,12.53M,-1.53%,M,12.53,12530.00,2020,
"Nov 18, 2020",478.52,482.05,495.04,459.92,18.19M,-0.71%,M,18.19,18190.00,2020,
"Nov 17, 2020",481.95,460.37,484.59,459.74,7.93M,4.67%,M,7.93,7930.00,2020,
"Nov 16, 2020",460.43,448.18,465.97,445.82,5.62M,2.72%,M,5.62,5620.00,2020,
"Nov 15, 2020",448.23,460.75,462.93,440.44,9.34M,-2.71%,M,9.34,9340.00,2020,
"Nov 14, 2020",460.7,476.38,477.34,452.6,9.17M,-3.27%,M,9.17,9170.00,2020,
"Nov 13, 2020",476.29,462.61,477.78,457.65,9.85M,2.97%,M,9.85,9850.00,2020,
"Nov 12, 2020",462.56,463.33,469.57,452.44,9.33M,-0.17%,M,9.33,9330.00,2020,
"Nov 11, 2020",463.33,450.26,476.08,449.51,15.13M,2.91%,M,15.13,15130.00,2020,
"Nov 10, 2020",450.22,444.38,454.43,439.5,20.76M,1.33%,M,20.76,20760.00,2020,
