date,date3,quote_date,month,quarter,year,p,up,down,level,up12,down12,level12,change,up_sh,down_sh,level_sh,change_sh,up12_sh,down12_sh,level12_sh,obs_panel,obs,CPI,inflation,net12_sh
119,01-12-1997,199712,12,4,1997,106444.0,7789.0,7349.0,86167.0,24857.0,12705.0,20142.0,15138.0,0.073174626,0.069040999,0.80950546,0.14221562,0.23352185,0.11935854,0.18922625,106444,117241,70.7,0.017266154,0.11416331
120,01-01-1998,199801,1,1,1998,104898.0,10062.0,13261.0,75636.0,23991.0,12927.0,19489.0,23323.0,0.095921755,0.12641804,0.72104329,0.22233979,0.22870789,0.123234,0.18579,104898,115152,70.3,0.015895963,0.1054739
121,01-02-1998,199802,2,1,1998,93470.0,9062.0,6097.0,48735.0,23099.0,12537.0,17524.0,15159.0,0.096950896,0.065229483,0.52139723,0.16218038,0.24712741,0.1341286,0.18748261,93470,103493,70.5,0.015850186,0.11299881
122,01-03-1998,199803,3,1,1998,95249.0,8664.0,6190.0,73050.0,23675.0,12264.0,17963.0,14854.0,0.090961583,0.064987563,0.7669372,0.15594915,0.24855904,0.12875725,0.1885899,95249,105832,70.7,0.017266154,0.11980179
123,01-04-1998,199804,4,2,1998,96896.0,10150.0,7310.0,71043.0,24346.0,13204.0,18562.0,17460.0,0.10475148,0.075441711,0.73318815,0.1801932,0.25125909,0.13626981,0.19156621,96896,107681,71.1,0.018624663,0.11498928
124,01-05-1998,199805,5,2,1998,98112.0,10993.0,5385.0,74940.0,25553.0,13163.0,19111.0,16378.0,0.11204541,0.054886252,0.76382095,0.16693167,0.26044723,0.13416299,0.19478759,98112,109251,71.4,0.019999981,0.12628424
125,01-06-1998,199806,6,2,1998,99985.0,7613.0,7709.0,77889.0,25957.0,14320.0,19353.0,15322.0,0.076141424,0.077101566,0.77900684,0.15324299,0.25960895,0.14322148,0.19355904,99985,111444,71.3,0.015669465,0.11638747
126,01-07-1998,199807,7,3,1998,98691.0,8488.0,11823.0,72755.0,25586.0,14267.0,18659.0,20311.0,0.086005814,0.11979816,0.73719996,0.20580398,0.25925362,0.14456232,0.18906486,98691,109571,71.0,0.015736818,0.1146913
127,01-08-1998,199808,8,3,1998,97455.0,9287.0,7559.0,74096.0,25361.0,13488.0,19144.0,16846.0,0.095295265,0.077564001,0.76030988,0.17285927,0.26023293,0.13840234,0.19643939,97455,108215,71.2,0.012802243,0.12183058
128,01-09-1998,199809,9,3,1998,98390.0,8292.0,7059.0,74986.0,25510.0,13626.0,20065.0,15351.0,0.084276855,0.071745098,0.76213032,0.15602195,0.2592743,0.13848968,0.20393333,98390,109148,71.5,0.012747884,0.12078463
129,01-10-1998,199810,10,4,1998,98100.0,7642.0,8287.0,75868.0,26004.0,13940.0,19402.0,15929.0,0.077900104,0.084475026,0.77337408,0.16237512,0.26507646,0.1420999,0.19777778,98100,108530,71.5,0.012747884,0.12297656
130,01-11-1998,199811,11,4,1998,99371.0,7875.0,7495.0,77811.0,26042.0,14508.0,19916.0,15370.0,0.079248473,0.075424418,0.78303528,0.15467289,0.26206842,0.14599833,0.20042065,99371,110134,71.6,0.014164329,0.11607009
131,01-12-1998,199812,12,4,1998,99101.0,8265.0,6833.0,78913.0,26303.0,14194.0,19849.0,15098.0,0.083399765,0.068949856,0.79628861,0.15234962,0.26541609,0.14322762,0.20029061,99101,109954,71.8,0.01555872,0.12218846
132,01-01-1999,199901,1,1,1999,69941.0,6946.0,7097.0,48960.0,16803.0,9115.0,11821.0,14043.0,0.099312276,0.10147124,0.70001858,0.20078352,0.24024534,0.13032413,0.16901389,69941,76829,71.4,0.015647173,0.10992122
133,01-02-1999,199902,2,1,1999,91802.0,6781.0,4523.0,51113.0,25119.0,13177.0,18642.0,11304.0,0.073865496,0.04926908,0.55677438,0.12313458,0.2736215,0.14353718,0.20306747,91802,103893,71.5,0.014184356,0.13008432
134,01-03-1999,199903,3,1,1999,93776.0,9395.0,6533.0,70609.0,25640.0,14053.0,19566.0,15928.0,0.10018555,0.069666013,0.75295383,0.16985156,0.2734175,0.1498571,0.20864613,93776,106210,71.9,0.016973138,0.1235604
135,01-04-1999,199904,4,2,1999,95289.0,8357.0,7951.0,70851.0,25701.0,15195.0,19880.0,16308.0,0.087701626,0.0834409,0.74353808,0.17114252,0.26971632,0.15946227,0.20862849,95289,107934,72.2,0.01547122,0.11025405
136,01-05-1999,199905,5,2,1999,96739.0,8705.0,5794.0,75276.0,25178.0,15486.0,20809.0,14499.0,0.089984395,0.059893113,0.778135,0.1498775,0.26026732,0.16008021,0.21510457,96739,109518,72.4,0.014005661,0.10018711
137,01-06-1999,199906,6,2,1999,98143.0,6909.0,7093.0,77690.0,25837.0,15969.0,21219.0,14002.0,0.07039728,0.072272092,0.79159999,0.14266936,0.26325873,0.16271156,0.21620493,98143,110967,72.3,0.014025211,0.10054716
138,01-07-1999,199907,7,3,1999,97541.0,8676.0,11481.0,71508.0,25054.0,16299.0,20728.0,20157.0,0.088947214,0.11770435,0.73310709,0.20665157,0.25685608,0.16709897,0.2125055,97541,109979,71.9,0.012676001,0.089757115
139,01-08-1999,199908,8,3,1999,95711.0,8995.0,8098.0,72568.0,23794.0,15886.0,21301.0,17093.0,0.093980841,0.084608875,0.75819916,0.17858972,0.24860257,0.16597883,0.2225554,95711,107986,72.1,0.012640476,0.082623735
140,01-09-1999,199909,9,3,1999,96163.0,7626.0,6677.0,74205.0,23527.0,15981.0,22064.0,14303.0,0.079302847,0.069434188,0.77165854,0.14873704,0.2446575,0.16618659,0.22944376,96163,108310,72.4,0.012587428,0.078470916
141,01-10-1999,199910,10,4,1999,96264.0,7285.0,8756.0,73346.0,23167.0,16776.0,22065.0,16041.0,0.075677305,0.0909582,0.76192552,0.1666355,0.2406611,0.17427075,0.22921342,96264,108626,72.3,0.011188865,0.06639035
142,01-11-1999,199911,11,4,1999,96504.0,7617.0,6942.0,75889.0,23720.0,16966.0,21991.0,14559.0,0.078929372,0.071934842,0.7863819,0.15086421,0.24579293,0.17580618,0.22787656,96504,108959,72.4,0.011173129,0.069986746
143,01-12-1999,199912,12,4,1999,98042.0,8239.0,6229.0,77068.0,23750.0,17516.0,21944.0,14468.0,0.084035411,0.063533999,0.7860713,0.1475694,0.24224313,0.17865813,0.22382244,98042,110478,72.6,0.011142015,0.063584998
144,01-01-2000,200001,1,1,2000,93589.0,7704.0,12501.0,67424.0,19905.0,13859.0,20711.0,20205.0,0.082317367,0.13357338,0.72042656,0.21589075,0.21268526,0.14808364,0.22129737,93589,105846,71.9,0.0070028305,0.064601615
145,01-02-2000,200002,2,1,2000,89173.0,8734.0,5918.0,58836.0,21724.0,17702.0,21975.0,14652.0,0.097944446,0.066365376,0.65979612,0.16430983,0.24361634,0.198513,0.2464311,89173,99732,72.2,0.0097901821,0.045103341
146,01-03-2000,200003,3,1,2000,92817.0,7827.0,6468.0,69766.0,22535.0,19299.0,24138.0,14295.0,0.084327221,0.069685511,0.75165111,0.15401274,0.24278958,0.20792527,0.26006013,92817,103687,72.3,0.0055632591,0.034864306
147,01-04-2000,200004,4,2,2000,94970.0,9324.0,6630.0,70504.0,24066.0,19530.0,24497.0,15954.0,0.098178372,0.069811523,0.74238181,0.16798989,0.25340635,0.20564389,0.25794461,94970,106130,72.6,0.0055401325,0.047762454
148,01-05-2000,200005,5,2,2000,96171.0,8276.0,6879.0,74586.0,24289.0,20415.0,24744.0,15155.0,0.086055048,0.071528837,0.77555603,0.15758389,0.25256056,0.21227813,0.2572917,96171,107453,72.8,0.0055248737,0.040282428
149,01-06-2000,200006,6,2,2000,95063.0,7897.0,6727.0,74237.0,24574.0,20064.0,24139.0,14624.0,0.083071224,0.070763595,0.7809242,0.15383482,0.25850224,0.21106003,0.25392634,95063,106540,72.9,0.0082987547,0.047442213
150,01-07-2000,200007,7,3,2000,96065.0,7874.0,12042.0,68175.0,25177.0,20870.0,23704.0,19916.0,0.081965335,0.12535262,0.70967573,0.20731796,0.26208296,0.21724874,0.24674959,96065,107334,72.5,0.0083448887,0.044834226
151,01-08-2000,200008,8,3,2000,93536.0,8976.0,8547.0,70073.0,24521.0,19265.0,23844.0,17523.0,0.095963053,0.09137658,0.7491554,0.18733963,0.26215574,0.20596348,0.25491789,93536,104159,72.5,0.0055478811,0.056192264
152,01-09-2000,200009,9,3,2000,93827.0,8650.0,5696.0,71313.0,24257.0,19033.0,24412.0,14346.0,0.092190944,0.060707472,0.76004773,0.15289842,0.25852901,0.20285206,0.26018098,93827,104363,73.1,0.0096684694,0.055676952
153,01-10-2000,200010,10,4,2000,94666.0,7130.0,7210.0,72777.0,25578.0,18728.0,24738.0,14340.0,0.075317435,0.07616251,0.76877654,0.15147994,0.27019206,0.19783238,0.26131874,94666,105335,73.1,0.011065006,0.072359681
154,01-11-2000,200011,11,4,2000,94961.0,7799.0,5194.0,76396.0,25684.0,18438.0,25413.0,12993.0,0.08212845,0.054696139,0.80449867,0.13682459,0.27046892,0.19416392,0.26761514,94961,105762,73.2,0.011049747,0.076305002
155,01-12-2000,200012,12,4,2000,95397.0,6403.0,5687.0,77658.0,25997.0,18821.0,25993.0,12090.0,0.067119509,0.059614033,0.81405073,0.12673354,0.27251381,0.19729131,0.27247187,95397,106142,73.2,0.0082644224,0.075222492
156,01-01-2001,200101,1,1,2001,92481.0,7117.0,11912.0,67668.0,24800.0,16431.0,24067.0,19029.0,0.076956347,0.12880483,0.73169625,0.20576118,0.2681632,0.17766893,0.26023725,92481,102504,72.6,0.0097357035,0.090494275
157,01-02-2001,200102,2,1,2001,94217.0,7887.0,4778.0,50890.0,21500.0,12376.0,20241.0,12665.0,0.083711006,0.050712716,0.54013604,0.13442372,0.22819661,0.13135634,0.21483384,94217,104038,72.7,0.0069252253,0.096840262
158,01-03-2001,200103,3,1,2001,94956.0,10016.0,5839.0,71616.0,22725.0,13401.0,21076.0,15855.0,0.10548043,0.061491638,0.75420195,0.16697207,0.23932137,0.14112853,0.22195543,94956,104696,73.0,0.0096819401,0.098192841
159,01-04-2001,200104,4,2,2001,95727.0,8807.0,6943.0,72894.0,23211.0,13535.0,21470.0,15750.0,0.092001215,0.072529174,0.76147795,0.16453038,0.24247077,0.14139166,0.22428364,95727,105771,73.4,0.01101923,0.10107911
160,01-05-2001,200105,5,2,2001,97803.0,9689.0,5329.0,74847.0,23992.0,13362.0,21666.0,15018.0,0.099066488,0.054487079,0.76528329,0.15355358,0.24530944,0.13662158,0.22152695,97803,108055,74.0,0.016483545,0.10868786
161,01-06-2001,200106,6,2,2001,99256.0,7445.0,6218.0,78788.0,24374.0,12520.0,20879.0,13663.0,0.075008057,0.062646084,0.79378575,0.13765414,0.24556702,0.12613846,0.21035504,99256,109596,74.1,0.016460896,0.11942856
162,01-07-2001,200107,7,3,2001,98343.0,6292.0,12293.0,73560.0,24303.0,13624.0,20628.0,18585.0,0.063980155,0.12500127,0.74799424,0.18898143,0.24712487,0.13853553,0.20975564,98343,108549,73.6,0.015172362,0.10858934
163,01-08-2001,200108,8,3,2001,96921.0,8526.0,7283.0,74763.0,23730.0,12314.0,20872.0,15809.0,0.087968551,0.075143673,0.77138084,0.16311222,0.24483858,0.12705193,0.21535064,96921,106934,73.9,0.019310355,0.11778665
164,01-09-2001,200109,9,3,2001,95804.0,8889.0,5873.0,73461.0,23685.0,11926.0,21169.0,14762.0,0.092783183,0.061302241,0.76678425,0.15408543,0.2472235,0.12448332,0.22096154,95804,105656,74.1,0.013679862,0.12274018
165,01-10-2001,200110,10,4,2001,96865.0,6156.0,7206.0,75857.0,23742.0,12828.0,21327.0,13362.0,0.063552365,0.074392192,0.78312081,0.13794456,0.24510401,0.13243173,0.22017241,96865,106902,73.9,0.01094389,0.11267228
166,01-11-2001,200111,11,4,2001,97541.0,6643.0,6912.0,77361.0,23794.0,13280.0,21304.0,13555.0,0.068104692,0.070862509,0.79311264,0.1389672,0.24393845,0.13614787,0.21841072,97541,107581,73.8,0.0081967115,0.10779057
167,01-12-2001,200112,12,4,2001,96829.0,6295.0,5836.0,78655.0,23968.0,13202.0,21408.0,12131.0,0.065011516,0.0602712,0.81230831,0.12528272,0.24752915,0.13634345,0.22109079,96829,106644,74.0,0.010928988,0.1111857
168,01-01-2002,200201,1,1,2002,94724.0,8348.0,9617.0,69795.0,23995.0,12674.0,20078.0,17965.0,0.088129722,0.10152654,0.73682487,0.18965626,0.25331488,0.13379925,0.21196318,94724,104308,73.7,0.015151501,0.11951563
169,01-02-2002,200202,2,1,2002,92143.0,6435.0,5015.0,54201.0,24021.0,12617.0,20296.0,11450.0,0.069837101,0.054426271,0.58822697,0.12426338,0.26069263,0.13692847,0.22026633,92143,102172,73.8,0.015130639,0.12376416
170,01-03-2002,200203,3,1,2002,94244.0,7452.0,4941.0,73479.0,23713.0,13458.0,21948.0,12393.0,0.07907135,0.052427739,0.77966768,0.13149908,0.25161284,0.14279954,0.23288485,94244,104671,74.1,0.015068531,0.1088133
171,01-04-2002,200204,4,2,2002,93898.0,7100.0,6704.0,73389.0,22783.0,13517.0,22865.0,13804.0,0.075613961,0.071396619,0.78158212,0.14701058,0.24263562,0.14395408,0.24350892,93898,104217,74.4,0.013623953,0.098681539
172,01-05-2002,200205,5,2,2002,96040.0,7883.0,5540.0,75063.0,22799.0,14391.0,23889.0,13423.0,0.082080387,0.057684299,0.78158057,0.13976468,0.23739067,0.14984381,0.24874011,96040,106651,74.6,0.008108139,0.087546855
173,01-06-2002,200206,6,2,2002,96371.0,6141.0,7757.0,75948.0,22334.0,15566.0,24009.0,13898.0,0.063722491,0.080491021,0.78807938,0.14421351,0.23175022,0.16152161,0.24913096,96371,106955,74.6,0.0067476034,0.070228606
174,01-07-2002,200207,7,3,2002,96134.0,5946.0,9130.0,74494.0,22548.0,14911.0,23763.0,15076.0,0.061851166,0.094971605,0.77489752,0.15682277,0.23454762,0.15510641,0.24718621,96134,106605,74.4,0.010869622,0.079441205
175,01-08-2002,200208,8,3,2002,94916.0,7098.0,7032.0,74205.0,21532.0,14585.0,24000.0,14130.0,0.07478191,0.074086562,0.78179651,0.14886847,0.22685322,0.15366219,0.25285515,94916,104997,74.6,0.0094722509,0.073191032
176,01-09-2002,200209,9,3,2002,93867.0,8747.0,5332.0,72241.0,21072.0,13786.0,24288.0,14079.0,0.093185037,0.056803774,0.76961017,0.14998882,0.22448784,0.14686738,0.25874907,93867,103963,74.8,0.0094467402,0.077620462
177,01-10-2002,200210,10,4,2002,95162.0,5762.0,6443.0,75384.0,22107.0,13950.0,24711.0,12205.0,0.060549378,0.067705594,0.79216492,0.12825498,0.23230912,0.14659213,0.25967297,95162,105493,74.9,0.013531804,0.085716993
178,01-11-2002,200211,11,4,2002,95656.0,6145.0,5837.0,77239.0,22541.0,13898.0,25058.0,11982.0,0.064240612,0.061020739,0.80746633,0.12526135,0.23564649,0.14529146,0.26195952,95656,106130,74.9,0.014905095,0.090355024
179,01-12-2002,200212,12,4,2002,95571.0,6358.0,6667.0,76454.0,22331.0,14368.0,24604.0,13025.0,0.066526458,0.069759652,0.79997069,0.13628611,0.23365875,0.15033849,0.25744212,95571,106032,75.2,0.016216159,0.08332026
180,01-01-2003,200301,1,1,2003,93771.0,8861.0,9663.0,68757.0,22130.0,14092.0,23422.0,18524.0,0.094496168,0.10304892,0.73324376,0.19754508,0.23600046,0.150281,0.24977872,93771,103660,74.7,0.013568521,0.085719466
181,01-02-2003,200302,2,1,2003,96121.0,6495.0,3692.0,54982.0,21026.0,13420.0,22339.0,10187.0,0.067571081,0.038409922,0.57200819,0.105981,0.21874513,0.1396157,0.23240499,96121,106569,75.0,0.016260147,0.079129428
182,01-03-2003,200303,3,1,2003,96763.0,9235.0,5662.0,74348.0,22141.0,14085.0,23021.0,14897.0,0.095439374,0.058514103,0.76835155,0.15395348,0.22881679,0.14556183,0.23791118,96763,107246,75.3,0.016194344,0.083254963
183,01-04-2003,200304,4,2,2003,87146.0,6912.0,5808.0,68241.0,20049.0,11646.0,20998.0,12720.0,0.079315171,0.066646777,0.7830652,0.14596196,0.2300622,0.1336378,0.24095197,87146,96279,75.5,0.014784932,0.096424401
184,01-05-2003,200305,5,2,2003,89663.0,7623.0,5715.0,69785.0,20995.0,11908.0,21658.0,13338.0,0.085018344,0.063738666,0.77830321,0.14875701,0.23415455,0.1328084,0.24154891,89663,99396,75.5,0.012064338,0.10134615
185,01-06-2003,200306,6,2,2003,90933.0,5839.0,5707.0,74218.0,21481.0,11674.0,22095.0,11546.0,0.064212114,0.062760495,0.81618333,0.1269726,0.23622887,0.12838024,0.24298109,90933,100902,75.4,0.010723829,0.10784863
186,01-07-2003,200307,7,3,2003,91238.0,7166.0,7636.0,71212.0,22006.0,11899.0,21344.0,14802.0,0.078541838,0.083693199,0.7805081,0.16223504,0.24119337,0.13041715,0.23393762,91238,101269,75.3,0.012096763,0.11077622
187,01-08-2003,200308,8,3,2003,90674.0,7893.0,5327.0,72095.0,21820.0,11153.0,21555.0,13220.0,0.087048106,0.058748923,0.79510111,0.14579703,0.24064229,0.12300108,0.23771974,90674,100534,75.6,0.013404846,0.11764121
188,01-09-2003,200309,9,3,2003,91398.0,7479.0,5242.0,71436.0,21519.0,11288.0,21811.0,12721.0,0.081828922,0.057353552,0.78159261,0.13918248,0.23544279,0.1235038,0.23863761,91398,101448,75.9,0.014705896,0.11193899
189,01-10-2003,200310,10,4,2003,94171.0,5849.0,5994.0,75017.0,22933.0,12190.0,22124.0,11843.0,0.062110417,0.063650168,0.79660404,0.12576059,0.24352507,0.12944537,0.23493432,94171,104513,76.0,0.014686227,0.1140797
190,01-11-2003,200311,11,4,2003,98437.0,6741.0,5612.0,76190.0,24447.0,13472.0,22585.0,12353.0,0.06848035,0.057011083,0.7739976,0.12549143,0.24835174,0.1368591,0.22943608,98437,109068,75.9,0.013351083,0.11149263
191,01-12-2003,200312,12,4,2003,99322.0,6005.0,5863.0,81219.0,24862.0,13540.0,22747.0,11868.0,0.060459919,0.059030224,0.81773424,0.11949015,0.25031716,0.13632427,0.22902277,99322,110012,76.2,0.013297915,0.11399288
192,01-01-2004,200401,1,1,2004,97777.0,8434.0,9490.0,72928.0,23657.0,13179.0,21968.0,17924.0,0.086257502,0.097057588,0.74586046,0.1833151,0.24194852,0.13478629,0.22467451,97777,107904,75.8,0.014725566,0.10716222
193,01-02-2004,200402,2,1,2004,93316.0,4497.0,3556.0,53678.0,21222.0,12606.0,19867.0,8053.0,0.048191093,0.038107079,0.57522827,0.086298168,0.22742081,0.13508937,0.21290025,93316,103439,76.0,0.013333321,0.092331439
194,01-03-2004,200403,3,1,2004,94370.0,7768.0,5479.0,74270.0,20916.0,12870.0,20813.0,13247.0,0.082314298,0.058058705,0.78700858,0.14037301,0.22163823,0.13637808,0.22054678,94370,105011,76.1,0.01062417,0.085260153
195,01-04-2004,200404,4,2,2004,94905.0,9139.0,6385.0,72110.0,18495.0,10776.0,19484.0,15524.0,0.096296296,0.067277804,0.75981241,0.1635741,0.19487908,0.11354513,0.20530003,94905,105509,76.4,0.011920571,0.081333958
196,01-05-2004,200405,5,2,2004,96493.0,7354.0,5611.0,76653.0,19107.0,11378.0,20396.0,12965.0,0.076212779,0.058149297,0.79438925,0.13436207,0.19801436,0.11791529,0.21137285,96493,107319,76.6,0.014569521,0.080099076
197,01-06-2004,200406,6,2,2004,96842.0,6165.0,6142.0,78558.0,19356.0,11979.0,20460.0,12307.0,0.063660398,0.063422896,0.81119764,0.12708329,0.19987196,0.12369633,0.21127197,96842,107774,76.6,0.015915155,0.07617563
198,01-07-2004,200407,7,3,2004,96045.0,5790.0,8253.0,76340.0,19216.0,12194.0,20287.0,14043.0,0.060284242,0.08592847,0.79483575,0.14621271,0.20007288,0.12696132,0.2112239,96045,106865,76.4,0.014608264,0.073111564
199,01-08-2004,200408,8,3,2004,94589.0,6878.0,6244.0,75362.0,18403.0,12131.0,20357.0,13122.0,0.07271459,0.066011906,0.79673111,0.13872649,0.1945575,0.12824959,0.2152153,94589,105050,76.6,0.013227463,0.066307917
200,01-09-2004,200409,9,3,2004,93762.0,7226.0,5193.0,74322.0,18393.0,11942.0,20400.0,12419.0,0.077067472,0.055384912,0.79266655,0.13245238,0.19616689,0.12736504,0.21757215,93762,104170,76.7,0.010540128,0.06880185
201,01-10-2004,200410,10,4,2004,94784.0,5757.0,4966.0,76989.0,19294.0,12382.0,21141.0,10723.0,0.060738098,0.052392811,0.81225735,0.1131309,0.20355757,0.13063386,0.22304398,94784,105471,76.9,0.011842132,0.072923705
202,01-11-2004,200411,11,4,2004,95832.0,6294.0,5547.0,77101.0,20858.0,13689.0,21976.0,11841.0,0.065677434,0.057882544,0.80454338,0.12355998,0.21765172,0.14284372,0.22931798,95832,106502,77.0,0.01449275,0.074808002
203,01-12-2004,200412,12,4,2004,96017.0,5660.0,5103.0,79403.0,21264.0,13629.0,22226.0,10763.0,0.058947895,0.053146839,0.82696813,0.11209473,0.22146079,0.14194362,0.23147984,96017,106782,77.4,0.015748024,0.079517171
204,01-01-2005,200501,1,1,2005,93582.0,7480.0,8536.0,71616.0,20531.0,12994.0,22210.0,16016.0,0.079929903,0.09121412,0.76527536,0.17114402,0.21939048,0.13885149,0.23733197,93582,103613,77.0,0.015831113,0.080538988
205,01-02-2005,200502,2,1,2005,97808.0,6272.0,4649.0,52288.0,21033.0,13398.0,21547.0,10921.0,0.064125635,0.047531899,0.53459841,0.11165753,0.21504375,0.13698266,0.22029895,97808,108851,77.2,0.015789509,0.078061089
206,01-03-2005,200503,3,1,2005,98118.0,7688.0,4974.0,78284.0,21415.0,13597.0,22329.0,12662.0,0.078354634,0.050694063,0.79785562,0.12904869,0.21825761,0.13857804,0.22757292,98118,109174,77.5,0.018396854,0.079679564
207,01-04-2005,200504,4,2,2005,100590.0,8829.0,6386.0,74899.0,21923.0,14568.0,22250.0,15215.0,0.087772146,0.063485436,0.7445969,0.15125757,0.21794413,0.14482553,0.22119495,100590,112133,77.8,0.018324614,0.073118597
208,01-05-2005,200505,5,2,2005,93864.0,9283.0,15654.0,54676.0,15548.0,11975.0,27873.0,24937.0,0.098898403,0.1667732,0.58250237,0.26567161,0.16564392,0.1275782,0.29695091,93864,111815,78.1,0.019582272,0.038065717
209,01-06-2005,200506,6,2,2005,102054.0,20424.0,11250.0,45446.0,22945.0,14353.0,22105.0,31674.0,0.20012935,0.11023576,0.44531327,0.31036511,0.22483195,0.14064123,0.21660101,102054,114133,78.1,0.019582272,0.084190726
210,01-07-2005,200507,7,3,2005,100927.0,6620.0,8662.0,79177.0,22960.0,14029.0,21690.0,15282.0,0.065591961,0.085824408,0.78449768,0.15141638,0.22749116,0.13900146,0.21490781,100927,112702,78.2,0.023560166,0.088489696
211,01-08-2005,200508,8,3,2005,100298.0,8475.0,6933.0,77243.0,22946.0,13226.0,21255.0,15408.0,0.084498197,0.069124013,0.77013499,0.15362221,0.22877824,0.13186704,0.21191849,100298,111794,78.4,0.023498654,0.096911207
212,01-09-2005,200509,9,3,2005,99942.0,6609.0,5491.0,80056.0,22215.0,12961.0,21320.0,12100.0,0.066128351,0.054941867,0.80102462,0.12107022,0.22227892,0.12968522,0.21332373,99942,111426,78.6,0.02477181,0.0925937
213,01-10-2005,200510,10,4,2005,97187.0,6604.0,6790.0,75944.0,22705.0,13500.0,21444.0,13394.0,0.067951478,0.069865309,0.78142136,0.13781679,0.23362178,0.13890746,0.2206468,97187,108500,78.7,0.023406982,0.094714314
214,01-11-2005,200511,11,4,2005,93719.0,6153.0,5305.0,76251.0,23004.0,13390.0,21962.0,11458.0,0.065653712,0.056605384,0.81361306,0.1222591,0.24545716,0.14287391,0.23433882,93719,104534,78.7,0.022077918,0.10258324
215,01-12-2005,200512,12,4,2005,97823.0,5863.0,5243.0,76848.0,23369.0,13325.0,22114.0,11106.0,0.05993478,0.053596802,0.78558213,0.11353158,0.23889065,0.1362154,0.22606136,97823,109077,78.9,0.019379854,0.10267524
216,01-01-2006,200601,1,1,2006,94092.0,7541.0,7996.0,72081.0,22204.0,12470.0,21127.0,15537.0,0.080144964,0.084980659,0.76606935,0.16512562,0.23598181,0.13252987,0.22453555,94092,104610,78.5,0.019480467,0.10345194
217,01-02-2006,200602,2,1,2006,87272.0,6210.0,4275.0,55140.0,22149.0,11943.0,21415.0,10485.0,0.071156844,0.048984785,0.63181776,0.12014163,0.25379273,0.13684802,0.24538225,87272,100465,78.8,0.020725369,0.11694472
218,01-03-2006,200603,3,1,2006,90067.0,6257.0,5113.0,69726.0,22470.0,12731.0,21992.0,11370.0,0.069470502,0.056768849,0.77415699,0.12623936,0.24948095,0.14135033,0.24417378,90067,103882,78.9,0.018064499,0.10813062
219,01-04-2006,200604,4,2,2006,92497.0,8252.0,5167.0,70084.0,23843.0,13113.0,23518.0,13419.0,0.089213707,0.055861272,0.75768942,0.14507498,0.25777051,0.14176676,0.2542569,92497,107567,79.4,0.02056551,0.11600375
220,01-05-2006,200605,5,2,2006,93905.0,9327.0,4835.0,72163.0,23445.0,11219.0,16243.0,14162.0,0.099323787,0.051488206,0.76846814,0.15081199,0.24966721,0.1194718,0.17297268,93905,109228,79.9,0.023047328,0.13019541
221,01-06-2006,200606,6,2,2006,94692.0,7599.0,5222.0,75171.0,25401.0,13024.0,23850.0,12821.0,0.080249652,0.055147216,0.79384744,0.13539687,0.26824865,0.13754065,0.25186923,94692,110194,80.1,0.025608182,0.13070799
222,01-07-2006,200607,7,3,2006,92280.0,6898.0,7777.0,71434.0,25025.0,12671.0,22674.0,14675.0,0.074750759,0.084276117,0.77410054,0.15902688,0.27118552,0.13731036,0.24570872,92280,107021,80.0,0.023017883,0.13387516
223,01-08-2006,200608,8,3,2006,92556.0,7588.0,5099.0,71616.0,25276.0,11685.0,23203.0,12687.0,0.081982799,0.055090971,0.77375859,0.13707377,0.27308872,0.1262479,0.25069147,92556,105147,80.4,0.025510192,0.14684083
224,01-09-2006,200609,9,3,2006,92905.0,7028.0,5225.0,74272.0,25276.0,11531.0,23391.0,12253.0,0.075647168,0.056240246,0.79944026,0.13188741,0.27206287,0.12411603,0.25177333,92905,105598,80.5,0.024173021,0.14794683
225,01-10-2006,200610,10,4,2006,93549.0,6519.0,6414.0,73906.0,26122.0,11665.0,23362.0,12933.0,0.069685407,0.068562999,0.79002446,0.1382484,0.27923334,0.12469401,0.2497301,93549,106345,80.6,0.024142265,0.15453932
226,01-11-2006,200611,11,4,2006,94144.0,6197.0,4520.0,77367.0,26450.0,11509.0,23510.0,10717.0,0.065824695,0.048011556,0.82179427,0.11383625,0.28095257,0.1222489,0.24972382,94144,107067,80.8,0.026683569,0.15870368
227,01-12-2006,200612,12,4,2006,94828.0,6351.0,4768.0,77681.0,26915.0,11371.0,23937.0,11119.0,0.066973887,0.050280508,0.81917787,0.1172544,0.28382966,0.11991184,0.25242543,94828,107974,81.3,0.030418277,0.16391781
228,01-01-2007,200701,1,1,2007,83709.0,8101.0,6686.0,62494.0,23906.0,9842.0,20683.0,14787.0,0.096775733,0.079871938,0.74656248,0.17664768,0.2855846,0.11757398,0.24708216,83709,94734,80.6,0.026751637,0.16801062
229,01-02-2007,200702,2,1,2007,84002.0,7076.0,3838.0,65576.0,27939.0,10304.0,24593.0,10914.0,0.084236093,0.045689389,0.78064805,0.12992547,0.33259922,0.12266374,0.29276684,84002,94993,81.0,0.027918816,0.20993549
230,01-03-2007,200703,3,1,2007,88406.0,6891.0,3878.0,68791.0,30836.0,10691.0,26805.0,10769.0,0.077947199,0.0438658,0.77812594,0.121813,0.34879985,0.12093071,0.3032034,88406,99770,81.4,0.03168571,0.22786915
