Unnamed: 0,Date,type,value,area
1063,01-Sep-22,southwest_error,5.0211716,Southwest
1064,01-Sep-22,england_error,1.2576904,England
1065,01-Oct-22,northwest_error,4.7071381,Northwest
1066,01-Oct-22,westmidlands_error,4.8448563,Westmidlands
1067,01-Oct-22,london_error,-3.0202713,London
1068,01-Oct-22,southwest_error,5.2736664,Southwest
1069,01-Oct-22,england_error,1.5069199,England
1070,01-Nov-22,northwest_error,5.3112793,Northwest
1071,01-Nov-22,westmidlands_error,5.1231384,Westmidlands
1072,01-Nov-22,london_error,-2.6067963,London
1073,01-Nov-22,southwest_error,5.5212402,Southwest
1074,01-Nov-22,england_error,1.85112,England
